"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","member_casual"
"80A6E7A80C937227","classic_bike",2022-06-21 19:02:55,2022-06-21 19:02:55,"Lincoln Ave & Fullerton Ave","TA1309000058","Lincoln Ave & Fullerton Ave","TA1309000058","member"
"75C4A38E813A0F3E","electric_bike",2022-06-20 22:29:55,2022-06-20 22:29:55,"Broadway & Barry Ave","13137","Broadway & Barry Ave","13137","member"
"933328856F3798BD","classic_bike",2022-06-05 13:31:16,2022-06-05 13:31:16,"Michigan Ave & Oak St","13042","Michigan Ave & Oak St","13042","member"
"3EE550021E3748A6","classic_bike",2022-06-05 13:37:39,2022-06-05 13:37:39,"Shore Dr & 55th St","TA1308000009","Shore Dr & 55th St","TA1308000009","member"
"36BF187AC083C73C","classic_bike",2022-06-01 07:50:16,2022-06-01 07:50:16,"Southport Ave & Wellington Ave","TA1307000006","Southport Ave & Wellington Ave","TA1307000006","member"
"6C967506CE3FA6D8","electric_bike",2022-06-27 19:31:29,2022-06-27 19:31:29,"Throop St & 52nd St","556","Throop St & 52nd St","556","casual"
"AD53F5B650267668","electric_bike",2022-06-27 19:11:33,2022-06-27 19:11:33,"Desplaines St & Kinzie St","TA1306000003","Desplaines St & Kinzie St","TA1306000003","member"
"B897BE02B21FA75E","electric_bike",2022-06-07 19:15:39,2022-06-07 17:05:37,NA,NA,"Kostner Ave & North Ave","519","casual"
"072E947E156D142D","electric_bike",2022-06-07 19:14:46,2022-06-07 17:07:45,"W Armitage Ave & N Sheffield Ave","20254.0","W Armitage Ave & N Sheffield Ave","20254.0","casual"
"1C4A97BA3C899AC7","electric_bike",2022-06-04 11:37:35,2022-06-04 11:37:35,"Wilton Ave & Belmont Ave","TA1307000134","Wilton Ave & Belmont Ave","TA1307000134","casual"
"EFF8BC7D6F4B47C0","electric_bike",2022-06-02 21:38:57,2022-06-02 21:38:57,"Lincoln Ave & Fullerton Ave","TA1309000058","Lincoln Ave & Fullerton Ave","TA1309000058","casual"
"F0DCB8D019C806FD","classic_bike",2022-06-22 20:19:02,2022-06-22 20:19:02,"Wells St & Huron St","TA1306000012","Wells St & Huron St","TA1306000012","member"
"79EF4093A6B95672","classic_bike",2022-06-09 18:12:06,2022-06-09 18:12:06,"Lincoln Ave & Diversey Pkwy","TA1307000064","Lincoln Ave & Diversey Pkwy","TA1307000064","casual"
"88C6CDC2FEF17D9A","electric_bike",2022-06-12 13:13:36,2022-06-12 13:13:36,"Southport Ave & Belmont Ave","13229",NA,NA,"casual"
"2099482331DE98C5","electric_bike",2022-06-29 16:51:20,2022-06-29 16:51:20,"Millennium Park","13008",NA,NA,"casual"
"73F67913F7D63986","electric_bike",2022-06-19 15:58:19,2022-06-19 15:58:19,"Broadway & Sheridan Rd","13323",NA,NA,"member"
"592BA1E98B3440EF","electric_bike",2022-06-11 11:57:19,2022-06-11 11:57:19,"Paulina Ave & North Ave","TA1305000037",NA,NA,"member"
"693AE6F5332AEAD0","electric_bike",2022-06-05 16:40:36,2022-06-05 16:40:36,"Paulina St & 18th St","TA1307000159",NA,NA,"member"
"2ECFC2D911DF3B66","electric_bike",2022-06-06 19:23:30,2022-06-06 19:23:30,"DuSable Lake Shore Dr & North Blvd","LF-005",NA,NA,"casual"
"F273A98D7D5BC465","electric_bike",2022-06-10 05:50:39,2022-06-10 05:50:39,"Southport Ave & Belmont Ave","13229",NA,NA,"member"
"4B13C506432CDEA4","classic_bike",2022-06-30 09:06:55,2022-06-30 09:06:55,"Michigan Ave & Pearson St","13034","Michigan Ave & Pearson St","13034","casual"
"CAFE25ED7C1A0A22","electric_bike",2022-06-11 12:49:08,2022-06-11 12:49:08,"Southport Ave & Roscoe St","13071","Southport Ave & Roscoe St","13071","casual"
"69418A20B3C22A3F","electric_bike",2022-06-02 07:25:36,2022-06-02 07:25:36,"Halsted St & Archer Ave","TA1308000013","Halsted St & Archer Ave","TA1308000013","member"
"AB918EE8ACBD520A","classic_bike",2022-06-01 16:31:19,2022-06-01 16:31:19,"Sangamon St & Washington Blvd","13409","Sangamon St & Washington Blvd","13409","member"
"6A871510E302E8CD","electric_bike",2022-06-23 19:22:57,2022-06-23 19:21:46,NA,NA,"Green St & Randolph St*","chargingstx3","member"
"8C81C06131425300","classic_bike",2022-06-23 08:49:45,2022-06-23 08:49:45,"Paulina St & Howard St","515","Paulina St & Howard St","515","member"
"BF114472ABA0289C","electric_bike",2022-06-07 19:14:47,2022-06-07 17:05:42,"Base - 2132 W Hubbard","Hubbard Bike-checking (LBS-WH-TEST)","W Armitage Ave & N Sheffield Ave","20254.0","member"
"4FCC08CB3268B285","classic_bike",2022-06-18 20:35:34,2022-06-18 20:35:34,"Wells St & Elm St","KA1504000135","Wells St & Elm St","KA1504000135","member"
"4C824D293E2FDB32","electric_bike",2022-06-20 17:54:55,2022-06-20 17:54:55,"Burling St & Diversey Pkwy","TA1309000036","Burling St & Diversey Pkwy","TA1309000036","member"
"607B271580CD0E8B","classic_bike",2022-06-20 18:11:57,2022-06-20 18:11:57,"Clark St & Elm St","TA1307000039","Clark St & Elm St","TA1307000039","member"
"1E9C159503CD4AD8","classic_bike",2022-06-13 19:22:46,2022-06-13 19:22:46,"Wilton Ave & Diversey Pkwy","TA1306000014","Wilton Ave & Diversey Pkwy","TA1306000014","casual"
"D1E377A43C0BABED","classic_bike",2022-06-30 18:07:58,2022-06-30 18:07:58,"Green St & Randolph St","13053","Green St & Randolph St","13053","casual"
"8E0BADBF678D549B","classic_bike",2022-06-02 19:23:01,2022-06-02 19:23:01,"Wilton Ave & Diversey Pkwy","TA1306000014","Wilton Ave & Diversey Pkwy","TA1306000014","casual"
"8ABE61316C8178C8","classic_bike",2022-06-29 07:51:21,2022-06-29 07:51:21,"State St & Kinzie St","13050","State St & Kinzie St","13050","member"
"8CC7AD30498A4AA3","docked_bike",2022-06-12 19:41:18,2022-06-12 19:41:18,"Streeter Dr & Grand Ave","13022","Streeter Dr & Grand Ave","13022","casual"
"378EAE077C3F36D3","electric_bike",2022-06-03 08:40:02,2022-06-03 08:40:02,"Sheffield Ave & Fullerton Ave","TA1306000016","Sheffield Ave & Fullerton Ave","TA1306000016","member"
"F6C26713596F5DA8","classic_bike",2022-06-04 16:53:12,2022-06-04 16:53:12,"Ashland Ave & Division St","13061","Ashland Ave & Division St","13061","member"
"17690E8DEF340100","classic_bike",2022-06-08 08:51:11,2022-06-08 08:51:11,"Canal St & Monroe St","13056","Canal St & Monroe St","13056","member"
"15117284CDD4E27B","classic_bike",2022-06-02 17:42:42,2022-06-02 17:42:42,"Halsted St & Wrightwood Ave","TA1309000061","Halsted St & Wrightwood Ave","TA1309000061","member"
"EAA3D3649C1AB85D","electric_bike",2022-06-01 07:49:14,2022-06-01 07:49:14,"Winchester (Ravenswood) Ave & Balmoral Ave","KA1504000147","Winchester (Ravenswood) Ave & Balmoral Ave","KA1504000147","member"
"35C0E72E6BA61C15","classic_bike",2022-06-25 20:14:15,2022-06-25 20:14:15,"Wells St & Concord Ln","TA1308000050","Wells St & Concord Ln","TA1308000050","casual"
"B3BE8FE661F79405","electric_bike",2022-06-07 16:18:37,2022-06-07 16:07:28,NA,NA,"Clinton St & Washington Blvd","WL-012","member"
"C9EB5F4B49916484","classic_bike",2022-06-18 12:18:37,2022-06-18 12:18:37,"Clark St & Armitage Ave","13146","Clark St & Armitage Ave","13146","member"
"23DB302861030D57","electric_bike",2022-06-10 19:23:13,2022-06-10 19:23:13,"Wentworth Ave & 35th St","KA1503000005",NA,NA,"casual"
"6EAADE1B56488CAB","electric_bike",2022-06-05 19:15:19,2022-06-05 19:15:19,"Lincoln Ave & Roscoe St*","chargingstx5",NA,NA,"casual"
"EF3CCF2B05635B96","electric_bike",2022-06-07 18:47:01,2022-06-07 17:05:41,NA,NA,NA,NA,"casual"
"BBD84670E05463A9","electric_bike",2022-06-07 19:11:33,2022-06-07 17:05:24,NA,NA,NA,NA,"casual"
"679F59D0DA90370B","electric_bike",2022-06-13 07:50:14,2022-06-13 07:50:14,"Federal St & Polk St","SL-008",NA,NA,"member"
"9FE1805A2557C74A","electric_bike",2022-06-07 19:06:49,2022-06-07 17:09:43,NA,NA,NA,NA,"member"
"F017ABAD58857045","electric_bike",2022-06-07 19:13:27,2022-06-07 17:07:57,NA,NA,NA,NA,"casual"
"38B9F148CE80499B","electric_bike",2022-06-07 19:23:03,2022-06-07 17:05:38,NA,NA,NA,NA,"casual"
"D3E66B3C2926B409","electric_bike",2022-06-28 18:35:12,2022-06-28 18:35:12,"Clark St & Newport St","632",NA,NA,"member"
"6CD8A2EB6E02999B","electric_bike",2022-06-14 11:23:41,2022-06-14 11:23:41,"Dodge Ave & Main St","E011",NA,NA,"casual"
"845714B5F80805F5","electric_bike",2022-06-05 16:13:02,2022-06-05 16:13:02,"Eberhart Ave & 91st St","20110",NA,NA,"member"
"AE6E79E0607E2D23","electric_bike",2022-06-06 16:49:08,2022-06-06 16:49:08,"Lincoln Ave & Sunnyside Ave","TA1307000156",NA,NA,"member"
"AB10AD6D613257CF","electric_bike",2022-06-30 08:39:37,2022-06-30 08:39:37,"California Ave & Division St","13256","California Ave & Division St","13256","member"
"94B4428CC44303EF","electric_bike",2022-06-07 17:05:24,2022-06-07 16:59:53,"Clark St & Berwyn Ave","KA1504000146",NA,NA,"member"
"C2241C95EF94FCF5","electric_bike",2022-06-04 14:05:36,2022-06-04 14:05:36,"University Ave & 57th St","KA1503000071",NA,NA,"member"
"6970C3A3938AE43D","classic_bike",2022-06-24 16:02:22,2022-06-24 16:02:22,"Morgan Ave & 14th Pl","TA1306000002","Morgan Ave & 14th Pl","TA1306000002","member"
"77A2ED2796F7F17D","electric_bike",2022-06-30 11:15:46,2022-06-30 11:15:46,"Elston Ave & Cortland St","TA1305000039",NA,NA,"casual"
"4293B33E61D0C951","electric_bike",2022-06-13 18:31:45,2022-06-13 18:31:27,NA,NA,"DuSable Lake Shore Dr & North Blvd","LF-005","casual"
"0C69EEB9069B37F0","electric_bike",2022-06-18 11:17:39,2022-06-18 11:17:39,"Franklin St & Monroe St","TA1309000007","Franklin St & Monroe St","TA1309000007","casual"
"33AAF95559BA38B6","classic_bike",2022-06-19 14:56:19,2022-06-19 14:56:19,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"1675301BF8292067","electric_bike",2022-06-22 06:51:13,2022-06-22 06:51:13,"Cityfront Plaza Dr & Pioneer Ct","13427","Cityfront Plaza Dr & Pioneer Ct","13427","casual"
"E9222ED1CD525595","electric_bike",2022-06-11 19:50:53,2022-06-11 19:50:53,"Blue Island Ave & 18th St","13135",NA,NA,"casual"
"86CD09DA24761714","electric_bike",2022-07-20 16:21:48,2022-07-20 16:21:48,"Racine Ave & Fullerton Ave","TA1306000026","Racine Ave & Fullerton Ave","TA1306000026","member"
"27024CD08288BD45","electric_bike",2022-07-30 23:42:46,2022-07-30 23:42:46,"Albany Ave & 26th St","15691","Albany Ave & 26th St","15691","casual"
"029D853B5C38426E","classic_bike",2022-07-26 20:07:33,2022-07-26 19:59:34,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","member"
"C1D6D749139CB6C0","classic_bike",2022-07-26 20:08:04,2022-07-26 19:59:34,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","member"
"D3E7C0B68EFEC32B","classic_bike",2022-07-26 20:20:31,2022-07-26 19:59:34,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"48EA91B86A4220BD","classic_bike",2022-07-26 18:35:57,2022-07-26 18:32:30,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"1B290011D280DBE8","electric_bike",2022-07-04 20:57:11,2022-07-04 20:57:11,"Loomis St & Archer Ave","KA1503000040",NA,NA,"member"
"B187A8EDF424D290","electric_bike",2022-07-11 12:50:35,2022-07-11 12:50:35,"Cornell Ave & Hyde Park Blvd","KA1503000007",NA,NA,"casual"
"16A9408209A598F9","electric_bike",2022-07-12 13:06:24,2022-07-12 13:06:24,"Franklin St & Monroe St","TA1309000007",NA,NA,"casual"
"7D3AD5AFBA2208DE","electric_bike",2022-07-01 13:25:23,2022-07-01 13:25:23,NA,NA,"Leavitt St & North Ave","TA1308000005","casual"
"A34D656341C69D0C","electric_bike",2022-07-19 16:18:24,2022-07-19 16:18:24,"Orleans St & Chestnut St (NEXT Apts)","620","Orleans St & Chestnut St (NEXT Apts)","620","casual"
"80758CDACD75BE14","classic_bike",2022-07-16 14:47:24,2022-07-16 14:47:24,"Ravenswood Ave & Lawrence Ave","TA1309000066","Ravenswood Ave & Lawrence Ave","TA1309000066","member"
"169A8223948578B9","docked_bike",2022-07-08 14:22:10,2022-07-08 14:22:10,"Dearborn St & Erie St","13045","Dearborn St & Erie St","13045","casual"
"671432CBF5915E56","docked_bike",2022-07-28 17:44:09,2022-07-28 17:44:09,"Wabash Ave & 9th St","TA1309000010","Wabash Ave & 9th St","TA1309000010","casual"
"96EAF8C5F138D720","classic_bike",2022-07-13 13:50:08,2022-07-13 13:50:08,"Halsted St & Maxwell St","TA1309000001","Halsted St & Maxwell St","TA1309000001","member"
"A9E0DA69675D6A16","electric_bike",2022-07-01 14:35:12,2022-07-01 14:31:50,NA,NA,"Streeter Dr & Grand Ave","13022","casual"
"8101D8B9B431E05C","electric_bike",2022-07-19 18:45:15,2022-07-19 18:45:15,"DuSable Lake Shore Dr & Diversey Pkwy","TA1309000039","DuSable Lake Shore Dr & Diversey Pkwy","TA1309000039","member"
"5F422ADACEB04DEC","docked_bike",2022-07-03 11:32:10,2022-07-03 11:32:10,"Western Ave & Monroe St","15667","Western Ave & Monroe St","15667","casual"
"BD43805A91F14C0D","electric_bike",2022-07-26 20:47:54,2022-07-26 20:47:54,"Montrose Harbor","TA1308000012","Montrose Harbor","TA1308000012","casual"
"E4D107ADF914280D","electric_bike",2022-07-09 11:48:20,2022-07-09 11:48:20,"Wabash Ave & 16th St","SL-012",NA,NA,"casual"
"72E4297A941DE619","electric_bike",2022-07-10 22:45:08,2022-07-10 22:45:08,"Dearborn St & Erie St","13045",NA,NA,"member"
"14D60B17DB541972","electric_bike",2022-07-28 08:23:37,2022-07-28 08:23:37,"Michigan Ave & 8th St","623",NA,NA,"member"
"035C91D5B31A0E17","electric_bike",2022-07-30 09:36:02,2022-07-30 09:35:53,"Southport Ave & Belmont Ave","13229","Southport Ave & Belmont Ave","13229","member"
"CD1D3409E8AFCB92","electric_bike",2022-07-01 18:26:27,2022-07-01 18:26:27,"Avondale Ave & Irving Park Rd","15624","Public Rack - Kedvale Ave & Avondale Ave","496","casual"
"DF2114E7368D1ABF","classic_bike",2022-07-23 22:13:31,2022-07-23 22:13:31,"Southport Ave & Wellington Ave","TA1307000006","Southport Ave & Wellington Ave","TA1307000006","member"
"490C25F11E20AB70","electric_bike",2022-07-19 19:59:05,2022-07-19 19:59:05,"Fort Dearborn Dr & 31st St","TA1307000048","Fort Dearborn Dr & 31st St","TA1307000048","casual"
"8E92015E0F8BFD84","electric_bike",2022-07-14 14:55:15,2022-07-14 14:55:15,"Damen Ave & Pierce Ave","TA1305000041","Damen Ave & Pierce Ave","TA1305000041","member"
"20CCC20ED353736E","classic_bike",2022-07-28 18:26:02,2022-07-28 18:26:02,"Clark St & Armitage Ave","13146","Clark St & Armitage Ave","13146","casual"
"D20669E16CB3B255","classic_bike",2022-07-22 12:25:12,2022-07-22 12:25:12,"Wells St & Huron St","TA1306000012","Wells St & Huron St","TA1306000012","member"
"2F1A02282157B0F9","electric_bike",2022-07-08 22:24:25,2022-07-08 22:24:25,"Wells St & Huron St","TA1306000012","Wells St & Huron St","TA1306000012","casual"
"AF442B0D6AE5EC06","electric_bike",2022-07-03 17:39:00,2022-07-03 17:39:00,"Millennium Park","13008","Millennium Park","13008","casual"
"C1A94268E1566E24","classic_bike",2022-07-11 19:21:33,2022-07-11 19:21:33,"Millennium Park","13008","Millennium Park","13008","casual"
"72D04C27D55AD9D2","classic_bike",2022-07-09 12:22:23,2022-07-09 12:22:23,"Ashland Ave & Grace St","13319","Ashland Ave & Grace St","13319","member"
"C9AEC69BCA09422E","classic_bike",2022-07-02 10:03:54,2022-07-02 10:03:54,"Indiana Ave & Roosevelt Rd","SL-005","Indiana Ave & Roosevelt Rd","SL-005","casual"
"B6B5DD64359A3755","electric_bike",2022-07-29 15:29:12,2022-07-29 15:29:12,"State St & Van Buren St","TA1305000035","State St & Van Buren St","TA1305000035","casual"
"461CC55C9B00468B","electric_bike",2022-07-09 20:31:40,2022-07-09 20:30:17,"Leavitt St & Chicago Ave","18058","Leavitt St & Chicago Ave","18058","member"
"29E5F3335F15D5DF","classic_bike",2022-07-13 16:59:14,2022-07-13 16:59:14,"Canal St & Adams St","13011","Canal St & Adams St","13011","member"
"E3DC88EEC95E8E47","electric_bike",2022-07-25 09:04:46,2022-07-25 09:04:46,"Sheridan Rd & Greenleaf Ave","KA1504000159","Sheridan Rd & Greenleaf Ave","KA1504000159","member"
"63E20FCE836FD7B4","classic_bike",2022-07-16 15:16:23,2022-07-16 15:16:23,"Streeter Dr & Grand Ave","13022","Streeter Dr & Grand Ave","13022","casual"
"6E89D488555A9DAC","classic_bike",2022-07-03 16:35:51,2022-07-03 16:35:51,"Streeter Dr & Grand Ave","13022","Streeter Dr & Grand Ave","13022","casual"
"8143211EC30C868E","electric_bike",2022-07-30 20:59:40,2022-07-30 20:59:40,"May St & Taylor St","13160","May St & Taylor St","13160","member"
"E3650AA02C01F218","electric_bike",2022-07-01 05:35:51,2022-07-01 05:34:15,NA,NA,"Clark St & Elm St","TA1307000039","member"
"44762FEEB94C5A87","electric_bike",2022-07-29 19:55:07,2022-07-29 19:55:07,"Delano Ct & Roosevelt Rd","KA1706005007","Delano Ct & Roosevelt Rd","KA1706005007","casual"
"CE7E7DE0E3F22E46","classic_bike",2022-07-26 18:32:37,2022-07-26 18:32:30,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"B0D8E9AFFCB391A1","electric_bike",2022-07-14 00:04:21,2022-07-14 00:04:21,"Lake Park Ave & 47th St","TA1308000035","Lake Park Ave & 47th St","TA1308000035","casual"
"3FC63EA6E83B609D","classic_bike",2022-07-26 18:35:03,2022-07-26 18:30:15,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"89A7C16F29CD71D5","classic_bike",2022-07-26 18:40:12,2022-07-26 18:32:30,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"61B92B5FF938674F","classic_bike",2022-07-26 19:59:31,2022-07-26 19:57:59,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","member"
"67A616464C35DB4C","classic_bike",2022-07-25 11:24:46,2022-07-25 11:24:46,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","member"
"700D05389993E337","classic_bike",2022-07-26 17:38:34,2022-07-26 17:37:38,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"B2B4386C03C39C6B","electric_bike",2022-07-26 20:22:52,2022-07-26 20:21:19,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"C3B9304C7EEE461A","electric_bike",2022-07-26 20:24:05,2022-07-26 20:22:49,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","casual"
"4AD54A7AD0C5BF62","classic_bike",2022-07-26 16:53:01,2022-07-26 16:43:30,"Lincoln Ave & Roscoe St*","chargingstx5","Lincoln Ave & Roscoe St*","chargingstx5","member"
"D9DE785D5BFC50F5","electric_bike",2022-07-23 20:29:41,2022-07-23 20:29:41,"New St & Illinois St","TA1306000013","New St & Illinois St","TA1306000013","member"
"E923458C5595EC38","electric_bike",2022-07-19 17:01:03,2022-07-19 17:01:03,"State St & Kinzie St","13050","State St & Kinzie St","13050","member"
"944E5F9D74321248","classic_bike",2022-07-26 16:52:50,2022-07-26 16:52:50,"Clinton St & Lake St","13021","Clinton St & Lake St","13021","member"
"6FE7B18536813E77","classic_bike",2022-07-31 15:39:09,2022-07-31 15:39:09,"Clinton St & Lake St","13021","Clinton St & Lake St","13021","casual"
"1F82A6F9A56F94A4","classic_bike",2022-07-29 14:37:11,2022-07-29 14:37:11,"Jefferson St & Monroe St","WL-011","Jefferson St & Monroe St","WL-011","member"
"AC6EA3AEAB999891","electric_bike",2022-07-19 00:43:06,2022-07-19 00:43:06,"Elizabeth St & 59th St","647",NA,NA,"member"
"2C808BFA3D5DB35D","electric_bike",2022-07-14 20:38:32,2022-07-14 20:38:32,"Loomis St & Archer Ave","KA1503000040",NA,NA,"member"
"86C1470F573FF0B0","electric_bike",2022-07-24 18:18:57,2022-07-24 18:18:57,"Kingsbury St & Kinzie St","KA1503000043",NA,NA,"casual"
"DEF8B3D52B838309","electric_bike",2022-07-28 04:55:22,2022-07-28 04:55:22,"Wilton Ave & Belmont Ave","TA1307000134",NA,NA,"casual"
"96F853CA14FE0C0A","electric_bike",2022-07-09 11:42:58,2022-07-09 11:42:58,"Wood St & Milwaukee Ave","13221",NA,NA,"casual"
"2AF6CF98F83CECEC","electric_bike",2022-07-23 14:30:34,2022-07-23 14:30:34,"Dusable Harbor","KA1503000064",NA,NA,"casual"
"1BD258473BEFA279","electric_bike",2022-07-24 14:59:06,2022-07-24 14:59:06,"Daley Center Plaza","TA1306000010",NA,NA,"member"
"2D98956EA97649D5","electric_bike",2022-07-14 18:41:25,2022-07-14 18:41:25,"Michigan Ave & Madison St","13036",NA,NA,"casual"
"A85E567E96B04660","electric_bike",2022-07-05 12:49:14,2022-07-05 12:49:14,"Constance Ave & 95th St","20228",NA,NA,"casual"
"39C645A41FB8C1B9","electric_bike",2022-07-21 17:15:52,2022-07-21 17:15:52,"Wabash Ave & Grand Ave","TA1307000117",NA,NA,"member"
"5DC10FD3E5CCF10E","classic_bike",2022-07-09 16:16:11,2022-07-09 16:16:11,"Dearborn Pkwy & Delaware Pl","TA1307000128","Dearborn Pkwy & Delaware Pl","TA1307000128","casual"
"FE7998113CF7864B","docked_bike",2022-07-09 12:22:09,2022-07-09 12:22:09,"Woodlawn Ave & 55th St","TA1307000164","Woodlawn Ave & 55th St","TA1307000164","casual"
"64491AACAD9C1585","electric_bike",2022-07-21 18:01:32,2022-07-21 18:01:32,"Stockton Dr & Wrightwood Ave","13276",NA,NA,"casual"
"5DFC1956D804FD43","electric_bike",2022-07-15 02:54:43,2022-07-15 02:54:43,"Wabash Ave & Roosevelt Rd","TA1305000002",NA,NA,"casual"
"162024EA2A5F23AC","electric_bike",2022-08-18 18:16:28,2022-08-18 18:16:28,"Cottage Grove Ave & 51st St","TA1309000067","Cottage Grove Ave & 51st St","TA1309000067","member"
"8B5EDA7571220F96","electric_bike",2022-08-05 18:28:39,2022-08-05 18:28:39,"Sheridan Rd & Irving Park Rd","13063","Sheridan Rd & Irving Park Rd","13063","member"
"09B71177D92C0DC5","classic_bike",2022-08-05 17:40:06,2022-08-05 17:40:06,"Michigan Ave & Oak St","13042","Michigan Ave & Oak St","13042","casual"
"968C67D0CE946110","electric_bike",2022-08-12 19:39:54,2022-08-12 19:39:54,"Paulina St & Howard St","515",NA,NA,"casual"
"56053ADF859D6A68","electric_bike",2022-08-27 01:53:34,2022-08-27 01:53:34,"Larrabee St & Armitage Ave","TA1309000006",NA,NA,"casual"
"30A5715EABC20C70","electric_bike",2022-08-25 21:59:28,2022-08-25 21:59:28,"Southport Ave & Waveland Ave","13235",NA,NA,"casual"
"2AB9D65F2400C0CA","electric_bike",2022-08-27 21:58:02,2022-08-27 21:58:02,"California Ave & Fletcher St","15642",NA,NA,"casual"
"BA1A1F6AC69286B7","electric_bike",2022-08-12 17:23:22,2022-08-12 17:23:22,"Franklin St & Chicago Ave","13017",NA,NA,"casual"
"C353AB398C6B8591","electric_bike",2022-08-27 17:10:30,2022-08-27 17:10:30,"Franklin St & Chicago Ave","13017",NA,NA,"member"
"45BE4ACA311B44DE","electric_bike",2022-08-27 14:12:59,2022-08-27 14:12:59,"Clark St & Wellington Ave","TA1307000136",NA,NA,"casual"
"D48D044BB9976814","electric_bike",2022-08-12 18:42:57,2022-08-12 18:42:57,"Sheffield Ave & Waveland Ave","TA1307000126",NA,NA,"casual"
"83F310835AD194CB","electric_bike",2022-08-19 15:33:28,2022-08-19 15:33:28,"Sheffield Ave & Waveland Ave","TA1307000126",NA,NA,"casual"
"9EF99F49CDEAF18C","classic_bike",2022-08-30 13:28:47,2022-08-30 13:28:47,"Greenview Ave & Diversey Pkwy","13294","Greenview Ave & Diversey Pkwy","13294","member"
"F63E2BA5D00BBAB8","classic_bike",2022-08-04 15:26:01,2022-08-04 15:26:01,"Clarendon Ave & Junior Ter","13389","Clarendon Ave & Junior Ter","13389","casual"
"34C23112747FCED4","electric_bike",2022-08-15 18:35:16,2022-08-15 18:35:16,"Laramie Ave & Madison St","540","Laramie Ave & Madison St","540","casual"
"BA3C3DA708C0EFEA","classic_bike",2022-08-27 20:56:24,2022-08-27 20:56:24,"Clark St & Grace St","TA1307000127","Clark St & Grace St","TA1307000127","casual"
"26747EC6CB383079","electric_bike",2022-08-22 17:18:04,2022-08-22 17:18:04,"Logan Blvd & Elston Ave","TA1308000031","Logan Blvd & Elston Ave","TA1308000031","member"
"B45C46C8A483A73E","electric_bike",2022-08-19 22:03:07,2022-08-19 22:03:07,"Wabash Ave & Adams St","KA1503000015","Wabash Ave & Adams St","KA1503000015","member"
"3C4B4523235E41A8","classic_bike",2022-08-12 18:12:00,2022-08-12 18:12:00,"Wabash Ave & Roosevelt Rd","TA1305000002","Wabash Ave & Roosevelt Rd","TA1305000002","member"
"413F3D45328C480A","electric_bike",2022-08-02 08:09:06,2022-08-02 08:09:06,"Broadway & Argyle St","13108","Broadway & Argyle St","13108","member"
"FFDE3A1A7591FF01","classic_bike",2022-08-24 19:11:09,2022-08-24 19:11:09,"DuSable Lake Shore Dr & North Blvd","LF-005","DuSable Lake Shore Dr & North Blvd","LF-005","member"
"90ABA01265D03938","classic_bike",2022-08-19 13:20:30,2022-08-19 13:20:30,"DuSable Lake Shore Dr & North Blvd","LF-005","DuSable Lake Shore Dr & North Blvd","LF-005","casual"
"5DEB33CE3AF70A59","electric_bike",2022-08-24 19:34:47,2022-08-24 19:34:47,"Larrabee St & Kingsbury St","TA1306000009","Larrabee St & Kingsbury St","TA1306000009","member"
"980C39C59C192EDC","electric_bike",2022-08-27 18:20:48,2022-08-27 18:20:48,"Michigan Ave & 8th St","623","Michigan Ave & 8th St","623","casual"
"BD0B84E552536029","electric_bike",2022-08-01 13:21:10,2022-08-01 13:21:05,"Clark St & Armitage Ave","13146","Clark St & Armitage Ave","13146","member"
"D1CDFE8FF9E152BC","electric_bike",2022-08-21 18:17:28,2022-08-21 18:17:28,"Fort Dearborn Dr & 31st St","TA1307000048","Fort Dearborn Dr & 31st St","TA1307000048","casual"
"C3F9A746CF0C4CE5","classic_bike",2022-08-27 18:52:12,2022-08-27 18:52:12,"Streeter Dr & Grand Ave","13022","Streeter Dr & Grand Ave","13022","member"
"EFFC9AD9BE363A5D","classic_bike",2022-08-25 18:38:07,2022-08-25 18:38:07,"Streeter Dr & Grand Ave","13022","Streeter Dr & Grand Ave","13022","member"
